listing_id,title,description,price,bedrooms,bathrooms,property_type,address,city,latitude,longitude,posting_date,furnished,lease_term,deposit_amount,payment_method_text,contact_type
2638,Beautiful Apartment for Rent,Near subway and shopping.,2631,0,3,house,888 Main St,Toronto,43.612448,-79.413875,2025-12-23,0,month-to-month,0,e-transfer,owner
2639,Downtown Condo,"Recently renovated, quiet neighborhood.",1426,3,1,basement,165 Main St,Toronto,43.680315,-79.357309,2026-01-28,0,6 months,500,cash,agent
2640,Affordable Room,"Recently renovated, quiet neighborhood.",2866,0,1,apartment,97 Main St,Toronto,43.631846,-79.561323,2025-11-07,0,month-to-month,0,gift card,agent
2641,Downtown Condo,Bright unit close to transit.,2743,4,1,house,883 Main St,Toronto,43.60135,-79.422493,2025-11-26,1,1 year,500,gift card,agent
2642,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1898,2,3,basement,282 Main St,Toronto,43.692875,-79.536197,2026-01-20,1,month-to-month,500,cash,owner
2643,Downtown Condo,Bright unit close to transit.,2483,4,1,apartment,488 Main St,Toronto,43.68371,-79.243779,2025-09-21,0,month-to-month,1000,e-transfer,owner
2644,Downtown Condo,"Recently renovated, quiet neighborhood.",3080,2,3,apartment,615 Main St,Toronto,43.611155,-79.283439,2025-08-23,0,6 months,1000,e-transfer,agent
2645,Affordable Room,Bright unit close to transit.,999,3,2,house,133 Main St,Toronto,43.672429,-79.217869,2025-10-18,1,6 months,1500,e-transfer,agent
2646,Downtown Condo,Near subway and shopping.,3196,0,1,apartment,960 Main St,Toronto,43.706945,-79.528953,2026-01-25,1,1 year,1000,e-transfer,agent
2647,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1169,3,1,basement,341 Main St,Toronto,43.767805,-79.463041,2025-09-04,1,6 months,500,wire,owner
2648,Affordable Room,Ideal for students and professionals.,2186,1,1,apartment,431 Main St,Toronto,43.644097,-79.474892,2025-12-13,1,6 months,0,gift card,owner
2649,Downtown Condo,"Recently renovated, quiet neighborhood.",1344,0,2,house,645 Main St,Toronto,43.711004,-79.508672,2025-08-03,1,month-to-month,1000,e-transfer,owner
2650,Beautiful Apartment for Rent,Near subway and shopping.,3005,3,2,house,566 Main St,Toronto,43.777941,-79.351916,2025-10-20,1,6 months,1000,wire,agent
2651,Spacious Basement Unit,Ideal for students and professionals.,3256,4,2,basement,275 Main St,Toronto,43.689512,-79.317687,2025-10-10,0,month-to-month,1500,e-transfer,agent
2652,Affordable Room,Near subway and shopping.,2056,4,2,apartment,477 Main St,Toronto,43.648023,-79.423768,2025-11-16,0,6 months,1000,wire,agent
2653,Downtown Condo,Bright unit close to transit.,3405,1,2,basement,508 Main St,Toronto,43.770992,-79.259778,2025-11-11,1,1 year,1500,e-transfer,agent
2654,Downtown Condo,Ideal for students and professionals.,1020,4,1,basement,18 Main St,Toronto,43.762614,-79.590712,2025-10-05,1,month-to-month,1500,cash,owner
2655,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3373,3,1,house,851 Main St,Toronto,43.661501,-79.455411,2025-09-05,0,1 year,1500,wire,agent
2656,Spacious Basement Unit,Near subway and shopping.,2297,0,1,basement,739 Main St,Toronto,43.697223,-79.539596,2025-08-30,0,1 year,500,cash,owner
2657,Spacious Basement Unit,Near subway and shopping.,3118,2,3,basement,489 Main St,Toronto,43.710667,-79.549199,2025-10-27,0,1 year,1500,cash,owner
2658,Beautiful Apartment for Rent,Near subway and shopping.,1848,3,3,basement,547 Main St,Toronto,43.712613,-79.564978,2025-10-30,1,6 months,1500,cash,owner
2659,Spacious Basement Unit,Bright unit close to transit.,2017,3,1,house,804 Main St,Toronto,43.766814,-79.222913,2025-12-07,0,month-to-month,1500,e-transfer,owner
2660,Beautiful Apartment for Rent,Ideal for students and professionals.,1059,2,2,apartment,335 Main St,Toronto,43.667813,-79.209731,2025-10-25,1,month-to-month,1000,cash,agent
2661,Downtown Condo,Bright unit close to transit.,2416,3,3,basement,617 Main St,Toronto,43.745056,-79.480699,2025-12-06,1,1 year,0,cash,agent
2662,Beautiful Apartment for Rent,Ideal for students and professionals.,1711,2,3,basement,276 Main St,Toronto,43.754773,-79.560784,2025-09-23,1,month-to-month,500,gift card,owner
2663,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3399,0,3,basement,207 Main St,Toronto,43.680051,-79.547632,2025-08-18,0,month-to-month,500,gift card,owner
2664,Downtown Condo,Ideal for students and professionals.,2045,0,1,apartment,690 Main St,Toronto,43.628658,-79.247224,2025-11-27,1,6 months,500,wire,owner
2665,Spacious Basement Unit,Ideal for students and professionals.,1935,0,3,house,219 Main St,Toronto,43.730928,-79.527876,2025-11-11,0,month-to-month,1500,e-transfer,owner
2666,Spacious Basement Unit,Bright unit close to transit.,1067,0,1,basement,724 Main St,Toronto,43.747868,-79.305052,2025-08-24,1,1 year,500,e-transfer,agent
2667,Spacious Basement Unit,Ideal for students and professionals.,1122,1,2,apartment,72 Main St,Toronto,43.713024,-79.471535,2026-01-21,0,6 months,500,gift card,agent
2668,Affordable Room,"Recently renovated, quiet neighborhood.",3290,2,3,apartment,487 Main St,Toronto,43.603039,-79.452821,2026-01-11,0,1 year,1500,cash,agent
2669,Affordable Room,"Recently renovated, quiet neighborhood.",984,3,3,house,429 Main St,Toronto,43.743551,-79.431523,2026-01-12,0,month-to-month,1500,gift card,owner
2670,Beautiful Apartment for Rent,Near subway and shopping.,3483,1,2,apartment,159 Main St,Toronto,43.615735,-79.401498,2025-11-10,0,month-to-month,1500,e-transfer,owner
2671,Affordable Room,Near subway and shopping.,3381,4,1,house,787 Main St,Toronto,43.693591,-79.369619,2025-12-02,0,month-to-month,1000,e-transfer,owner
2672,Affordable Room,Bright unit close to transit.,2242,0,2,apartment,332 Main St,Toronto,43.773199,-79.201225,2025-11-26,0,6 months,1000,gift card,agent
2673,Downtown Condo,Ideal for students and professionals.,1952,2,2,apartment,550 Main St,Toronto,43.763199,-79.4783,2025-09-23,1,month-to-month,500,e-transfer,agent
2674,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2111,3,2,apartment,525 Main St,Toronto,43.608409,-79.274577,2025-12-12,1,6 months,0,gift card,owner
2675,Beautiful Apartment for Rent,Bright unit close to transit.,2766,4,3,house,964 Main St,Toronto,43.617302,-79.214289,2026-01-25,0,1 year,0,gift card,agent
2676,Beautiful Apartment for Rent,Ideal for students and professionals.,1628,2,3,house,331 Main St,Toronto,43.780273,-79.235048,2025-08-28,1,1 year,500,gift card,owner
2677,Beautiful Apartment for Rent,Near subway and shopping.,2531,4,1,house,893 Main St,Toronto,43.642315,-79.561993,2025-12-05,0,1 year,1500,wire,owner
2678,Affordable Room,Bright unit close to transit.,849,0,3,house,14 Main St,Toronto,43.777278,-79.389973,2025-09-08,1,1 year,500,e-transfer,owner
2679,Affordable Room,Near subway and shopping.,2664,3,3,apartment,450 Main St,Toronto,43.731715,-79.549171,2025-11-13,1,1 year,1500,gift card,owner
2680,Downtown Condo,Ideal for students and professionals.,1353,0,2,apartment,12 Main St,Toronto,43.640475,-79.41736,2025-10-08,0,6 months,1500,wire,owner
2681,Downtown Condo,"Recently renovated, quiet neighborhood.",1720,4,1,house,545 Main St,Toronto,43.625073,-79.596137,2025-08-11,0,6 months,1500,e-transfer,owner
2682,Downtown Condo,Bright unit close to transit.,2501,3,3,apartment,170 Main St,Toronto,43.610782,-79.348596,2025-12-23,1,6 months,500,e-transfer,owner
2683,Affordable Room,"Recently renovated, quiet neighborhood.",3009,2,1,apartment,682 Main St,Toronto,43.74942,-79.259676,2025-10-28,0,1 year,500,gift card,owner
2684,Downtown Condo,"Recently renovated, quiet neighborhood.",3225,3,3,apartment,995 Main St,Toronto,43.737002,-79.498004,2025-11-19,1,month-to-month,0,gift card,agent
2685,Downtown Condo,Near subway and shopping.,1228,0,3,apartment,372 Main St,Toronto,43.703961,-79.488724,2025-09-04,0,month-to-month,0,gift card,agent
2686,Affordable Room,"Recently renovated, quiet neighborhood.",2467,2,1,basement,359 Main St,Toronto,43.660261,-79.494802,2025-11-22,0,month-to-month,1500,cash,owner
2687,Beautiful Apartment for Rent,Bright unit close to transit.,1152,4,1,basement,128 Main St,Toronto,43.715766,-79.576777,2026-01-19,1,month-to-month,1000,wire,agent
2688,Affordable Room,Ideal for students and professionals.,989,1,1,basement,816 Main St,Toronto,43.726651,-79.573321,2025-10-07,1,1 year,1500,gift card,agent
2689,Downtown Condo,Bright unit close to transit.,1856,4,3,basement,236 Main St,Toronto,43.681116,-79.234449,2025-10-16,0,1 year,500,e-transfer,owner
2690,Spacious Basement Unit,Near subway and shopping.,3111,1,2,basement,395 Main St,Toronto,43.738448,-79.392424,2025-08-07,0,6 months,1000,wire,owner
2691,Spacious Basement Unit,Near subway and shopping.,2964,4,1,house,170 Main St,Toronto,43.77606,-79.511739,2026-01-02,1,month-to-month,500,e-transfer,owner
2692,Affordable Room,Ideal for students and professionals.,3445,2,2,basement,626 Main St,Toronto,43.685014,-79.30173,2025-10-21,1,month-to-month,0,cash,owner
2693,Affordable Room,Bright unit close to transit.,2059,0,1,basement,821 Main St,Toronto,43.766566,-79.438202,2025-09-25,1,month-to-month,0,wire,owner
2694,Affordable Room,Near subway and shopping.,1126,4,2,apartment,495 Main St,Toronto,43.701481,-79.238718,2026-01-17,1,1 year,1000,e-transfer,agent
2695,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3384,3,3,house,687 Main St,Toronto,43.79513,-79.264477,2025-08-18,1,month-to-month,1000,wire,agent
2696,Beautiful Apartment for Rent,Ideal for students and professionals.,1376,1,1,apartment,307 Main St,Toronto,43.623294,-79.591645,2025-10-04,1,1 year,1500,wire,owner
2697,Spacious Basement Unit,Ideal for students and professionals.,1653,4,1,house,144 Main St,Toronto,43.610808,-79.306737,2025-11-15,1,6 months,0,gift card,owner
2698,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2392,0,2,basement,755 Main St,Toronto,43.782323,-79.368873,2025-10-12,1,6 months,1000,cash,owner
2699,Downtown Condo,Near subway and shopping.,2429,1,2,basement,396 Main St,Toronto,43.689235,-79.544213,2025-11-26,0,1 year,1000,gift card,agent
2700,Beautiful Apartment for Rent,Bright unit close to transit.,3322,3,2,basement,131 Main St,Toronto,43.663092,-79.517077,2025-12-26,1,1 year,500,wire,agent
2701,Affordable Room,Ideal for students and professionals.,2077,1,2,house,392 Main St,Toronto,43.745887,-79.337103,2025-09-12,1,month-to-month,1500,e-transfer,owner
2702,Affordable Room,Near subway and shopping.,2632,2,1,house,46 Main St,Toronto,43.793819,-79.314898,2025-11-03,0,1 year,1000,gift card,owner
2703,Affordable Room,Bright unit close to transit.,1889,0,2,apartment,932 Main St,Toronto,43.705457,-79.464764,2025-08-17,0,month-to-month,1000,gift card,agent
2704,Beautiful Apartment for Rent,Ideal for students and professionals.,2682,0,3,apartment,848 Main St,Toronto,43.760297,-79.492758,2026-01-20,0,month-to-month,0,e-transfer,agent
2705,Spacious Basement Unit,Ideal for students and professionals.,3068,0,3,house,916 Main St,Toronto,43.62866,-79.52341,2025-12-06,1,1 year,500,gift card,agent
2706,Affordable Room,Bright unit close to transit.,2963,1,1,house,645 Main St,Toronto,43.793183,-79.253588,2025-11-02,1,6 months,500,wire,owner
2707,Spacious Basement Unit,Ideal for students and professionals.,2637,2,2,apartment,971 Main St,Toronto,43.63514,-79.455115,2025-11-14,1,month-to-month,0,e-transfer,owner
2708,Spacious Basement Unit,Near subway and shopping.,3056,4,3,basement,431 Main St,Toronto,43.631329,-79.43583,2025-11-30,1,1 year,1000,cash,owner
2709,Beautiful Apartment for Rent,Ideal for students and professionals.,2319,2,3,apartment,171 Main St,Toronto,43.656086,-79.38316,2025-09-18,1,1 year,1000,e-transfer,owner
2710,Downtown Condo,Bright unit close to transit.,2787,1,3,apartment,648 Main St,Toronto,43.715767,-79.298961,2025-09-09,0,month-to-month,500,e-transfer,owner
2711,Beautiful Apartment for Rent,Near subway and shopping.,2016,2,2,house,685 Main St,Toronto,43.74642,-79.252526,2025-12-13,0,month-to-month,1000,e-transfer,agent
2712,Downtown Condo,"Recently renovated, quiet neighborhood.",1266,3,3,house,744 Main St,Toronto,43.616753,-79.398237,2025-12-24,0,6 months,0,e-transfer,agent
2713,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",932,4,2,apartment,629 Main St,Toronto,43.742954,-79.455021,2025-08-12,1,1 year,1000,gift card,agent
2714,Downtown Condo,Ideal for students and professionals.,3294,2,1,apartment,152 Main St,Toronto,43.61347,-79.504462,2025-08-26,1,1 year,1000,cash,owner
2715,Downtown Condo,Bright unit close to transit.,1144,1,1,house,132 Main St,Toronto,43.635556,-79.470201,2025-08-09,1,1 year,0,cash,owner
2716,Affordable Room,Ideal for students and professionals.,3184,0,3,house,179 Main St,Toronto,43.742877,-79.349672,2025-10-05,0,1 year,1000,e-transfer,agent
2717,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1461,1,2,apartment,140 Main St,Toronto,43.748714,-79.368823,2025-08-22,1,6 months,0,e-transfer,owner
2718,Spacious Basement Unit,Near subway and shopping.,1074,2,3,house,110 Main St,Toronto,43.685569,-79.376768,2026-01-11,1,1 year,1000,gift card,owner
2719,Spacious Basement Unit,Bright unit close to transit.,3340,2,3,house,251 Main St,Toronto,43.613678,-79.469278,2025-08-13,0,6 months,1000,e-transfer,agent
2720,Affordable Room,Bright unit close to transit.,3397,0,2,house,957 Main St,Toronto,43.768487,-79.593529,2025-11-01,1,6 months,1500,e-transfer,owner
2721,Beautiful Apartment for Rent,Near subway and shopping.,1240,0,1,apartment,641 Main St,Toronto,43.630615,-79.374979,2025-10-27,0,month-to-month,1000,wire,agent
2722,Beautiful Apartment for Rent,Ideal for students and professionals.,2627,2,3,house,928 Main St,Toronto,43.708589,-79.259808,2025-11-26,1,6 months,0,wire,owner
2723,Downtown Condo,Bright unit close to transit.,1634,2,3,apartment,574 Main St,Toronto,43.66208,-79.298909,2025-09-02,1,month-to-month,1000,wire,agent
2724,Beautiful Apartment for Rent,Near subway and shopping.,3489,4,1,basement,770 Main St,Toronto,43.797163,-79.374397,2025-12-09,1,month-to-month,1500,gift card,agent
2725,Affordable Room,Ideal for students and professionals.,2098,0,1,basement,977 Main St,Toronto,43.659492,-79.228563,2025-11-04,1,month-to-month,0,cash,owner
2726,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2803,3,2,basement,575 Main St,Toronto,43.611335,-79.485897,2025-08-05,0,6 months,1500,e-transfer,owner
2727,Spacious Basement Unit,Bright unit close to transit.,2663,0,1,apartment,527 Main St,Toronto,43.644941,-79.397884,2025-08-07,1,month-to-month,0,wire,agent
2728,Downtown Condo,Ideal for students and professionals.,2583,1,3,house,137 Main St,Toronto,43.686174,-79.566575,2026-01-05,1,month-to-month,0,wire,owner
2729,Affordable Room,"Recently renovated, quiet neighborhood.",1492,2,3,basement,441 Main St,Toronto,43.733318,-79.375488,2025-11-24,1,6 months,500,gift card,agent
2730,Spacious Basement Unit,Ideal for students and professionals.,2329,0,2,basement,47 Main St,Toronto,43.734029,-79.400632,2025-10-20,1,1 year,0,cash,agent
2731,Downtown Condo,Bright unit close to transit.,1930,3,1,apartment,524 Main St,Toronto,43.680051,-79.590841,2025-10-04,0,month-to-month,0,wire,owner
2732,Downtown Condo,"Recently renovated, quiet neighborhood.",2301,1,1,apartment,69 Main St,Toronto,43.616508,-79.526981,2025-11-10,0,1 year,1000,cash,owner
2733,Affordable Room,"Recently renovated, quiet neighborhood.",2980,2,2,house,971 Main St,Toronto,43.693646,-79.481445,2026-01-22,1,month-to-month,1000,wire,owner
2734,Affordable Room,Near subway and shopping.,1442,2,2,basement,894 Main St,Toronto,43.718488,-79.417728,2025-09-01,1,6 months,1500,e-transfer,owner
2735,Downtown Condo,Bright unit close to transit.,2117,2,2,apartment,586 Main St,Toronto,43.60647,-79.315275,2025-10-09,0,month-to-month,500,e-transfer,owner
2736,Beautiful Apartment for Rent,Bright unit close to transit.,2318,2,3,house,376 Main St,Toronto,43.727086,-79.275908,2025-11-11,1,month-to-month,1500,cash,owner
2737,Beautiful Apartment for Rent,Bright unit close to transit.,1010,2,3,house,760 Main St,Toronto,43.742142,-79.286802,2025-12-01,0,1 year,500,wire,agent
2738,Affordable Room,Near subway and shopping.,2759,4,2,house,154 Main St,Toronto,43.736778,-79.481273,2026-01-15,1,6 months,500,wire,agent
2739,Spacious Basement Unit,Near subway and shopping.,3360,3,1,house,382 Main St,Toronto,43.78441,-79.354174,2025-10-31,0,6 months,0,e-transfer,agent
2740,Affordable Room,"Recently renovated, quiet neighborhood.",2067,3,2,house,674 Main St,Toronto,43.781155,-79.234378,2025-11-08,0,1 year,1000,wire,agent
2741,Affordable Room,Ideal for students and professionals.,2901,4,2,apartment,291 Main St,Toronto,43.787691,-79.368977,2026-01-13,1,month-to-month,1000,wire,agent
2742,Spacious Basement Unit,Near subway and shopping.,2706,0,3,basement,643 Main St,Toronto,43.698572,-79.449136,2026-01-05,1,6 months,0,wire,agent
2743,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3397,0,1,house,627 Main St,Toronto,43.743417,-79.422365,2025-08-21,0,6 months,0,gift card,owner
2744,Spacious Basement Unit,Ideal for students and professionals.,2639,3,2,basement,12 Main St,Toronto,43.655132,-79.332358,2025-09-21,0,6 months,0,e-transfer,owner
2745,Affordable Room,"Recently renovated, quiet neighborhood.",2976,1,3,basement,610 Main St,Toronto,43.73472,-79.502903,2025-11-26,1,1 year,0,cash,agent
2746,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2600,0,3,house,798 Main St,Toronto,43.796558,-79.245826,2026-01-18,0,6 months,500,e-transfer,owner
2747,Affordable Room,Bright unit close to transit.,1960,1,3,apartment,415 Main St,Toronto,43.61644,-79.216306,2025-09-14,1,month-to-month,500,e-transfer,agent
2748,Affordable Room,Bright unit close to transit.,800,2,2,basement,169 Main St,Toronto,43.604432,-79.214546,2026-01-08,0,1 year,1500,e-transfer,owner
2749,Beautiful Apartment for Rent,Ideal for students and professionals.,2305,1,3,house,821 Main St,Toronto,43.718393,-79.598872,2025-10-20,0,1 year,500,e-transfer,owner
2750,Beautiful Apartment for Rent,Ideal for students and professionals.,2179,3,2,apartment,632 Main St,Toronto,43.63115,-79.312693,2026-01-14,0,6 months,0,wire,owner
2751,Affordable Room,Near subway and shopping.,1237,0,3,apartment,953 Main St,Toronto,43.656309,-79.328942,2025-09-11,1,6 months,500,cash,agent
2752,Affordable Room,Ideal for students and professionals.,3036,1,1,basement,463 Main St,Toronto,43.718762,-79.540942,2025-08-15,0,month-to-month,1500,cash,agent
2753,Affordable Room,Bright unit close to transit.,2856,0,1,apartment,970 Main St,Toronto,43.690552,-79.302142,2025-11-12,0,6 months,1000,wire,owner
2754,Affordable Room,Near subway and shopping.,956,1,2,basement,415 Main St,Toronto,43.792259,-79.401199,2025-12-13,0,1 year,0,e-transfer,owner
2755,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2900,1,3,apartment,444 Main St,Toronto,43.684106,-79.290133,2025-09-28,1,6 months,500,gift card,agent
2756,Affordable Room,Near subway and shopping.,3253,0,2,house,70 Main St,Toronto,43.724855,-79.38723,2025-11-07,1,1 year,1000,gift card,owner
2757,Downtown Condo,Ideal for students and professionals.,2123,1,1,basement,614 Main St,Toronto,43.611633,-79.468719,2025-10-16,0,1 year,500,e-transfer,owner
2758,Affordable Room,"Recently renovated, quiet neighborhood.",3284,4,1,basement,489 Main St,Toronto,43.641363,-79.293557,2025-12-13,1,1 year,500,e-transfer,agent
2759,Beautiful Apartment for Rent,Ideal for students and professionals.,2844,3,3,house,416 Main St,Toronto,43.758727,-79.486668,2025-12-03,1,6 months,1500,e-transfer,owner
2760,Affordable Room,Ideal for students and professionals.,2613,2,1,apartment,979 Main St,Toronto,43.603425,-79.570623,2025-09-04,1,month-to-month,500,gift card,owner
2761,Spacious Basement Unit,Bright unit close to transit.,3324,1,2,basement,330 Main St,Toronto,43.600117,-79.534004,2025-10-31,1,1 year,500,wire,agent
2762,Beautiful Apartment for Rent,Ideal for students and professionals.,1778,1,3,house,525 Main St,Toronto,43.707864,-79.429185,2025-11-26,1,6 months,500,e-transfer,owner
2763,Spacious Basement Unit,Bright unit close to transit.,2282,2,3,apartment,268 Main St,Toronto,43.783126,-79.569284,2025-09-16,1,1 year,1000,e-transfer,owner
2764,Affordable Room,Bright unit close to transit.,1622,2,3,house,132 Main St,Toronto,43.706454,-79.28809,2025-09-26,1,month-to-month,1500,cash,agent
2765,Spacious Basement Unit,Near subway and shopping.,1043,3,1,basement,583 Main St,Toronto,43.728133,-79.29897,2025-12-23,1,1 year,0,wire,owner
2766,Affordable Room,Bright unit close to transit.,2376,0,2,apartment,28 Main St,Toronto,43.618766,-79.251203,2025-11-26,1,month-to-month,500,cash,agent
2767,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1713,4,3,house,958 Main St,Toronto,43.607662,-79.248229,2026-01-02,0,1 year,1000,e-transfer,agent
2768,Downtown Condo,Ideal for students and professionals.,1495,2,3,apartment,225 Main St,Toronto,43.678429,-79.430707,2025-11-19,0,month-to-month,500,gift card,agent
2769,Spacious Basement Unit,Ideal for students and professionals.,3158,2,1,basement,354 Main St,Toronto,43.626055,-79.231281,2025-12-07,0,6 months,500,wire,agent
2770,Beautiful Apartment for Rent,Bright unit close to transit.,1592,3,2,apartment,148 Main St,Toronto,43.755344,-79.221105,2025-08-11,1,1 year,1000,gift card,agent
2771,Affordable Room,Ideal for students and professionals.,1723,3,2,apartment,576 Main St,Toronto,43.602627,-79.332761,2025-09-16,0,month-to-month,0,gift card,agent
2772,Spacious Basement Unit,Bright unit close to transit.,3031,1,1,apartment,295 Main St,Toronto,43.724131,-79.557262,2026-01-01,1,month-to-month,1000,gift card,agent
2773,Spacious Basement Unit,Bright unit close to transit.,2780,3,2,basement,955 Main St,Toronto,43.71561,-79.552365,2025-09-16,0,1 year,0,wire,agent
2774,Affordable Room,"Recently renovated, quiet neighborhood.",1130,1,1,house,944 Main St,Toronto,43.732207,-79.542818,2025-09-30,1,1 year,1500,gift card,agent
2775,Beautiful Apartment for Rent,Ideal for students and professionals.,2417,3,2,basement,337 Main St,Toronto,43.711393,-79.433801,2025-12-13,1,month-to-month,0,gift card,owner
2776,Downtown Condo,"Recently renovated, quiet neighborhood.",1836,0,2,apartment,847 Main St,Toronto,43.794143,-79.464036,2025-11-17,0,month-to-month,1500,gift card,agent
2777,Spacious Basement Unit,Bright unit close to transit.,1317,1,3,apartment,24 Main St,Toronto,43.755313,-79.306543,2025-10-16,1,1 year,1500,wire,owner
2778,Beautiful Apartment for Rent,Ideal for students and professionals.,1668,4,3,house,442 Main St,Toronto,43.629577,-79.504879,2025-09-03,0,6 months,1000,e-transfer,owner
2779,Beautiful Apartment for Rent,Bright unit close to transit.,1490,4,1,basement,83 Main St,Toronto,43.708067,-79.498729,2026-01-17,1,6 months,0,wire,agent
2780,Downtown Condo,Bright unit close to transit.,1331,3,3,basement,766 Main St,Toronto,43.629996,-79.575927,2025-10-09,0,1 year,1500,e-transfer,owner
2781,Downtown Condo,Ideal for students and professionals.,1711,1,1,basement,885 Main St,Toronto,43.71015,-79.440966,2025-09-13,1,1 year,500,e-transfer,agent
2782,Spacious Basement Unit,Bright unit close to transit.,2262,4,1,house,822 Main St,Toronto,43.656902,-79.53398,2025-11-24,1,1 year,500,gift card,owner
2783,Downtown Condo,Ideal for students and professionals.,2432,1,2,apartment,223 Main St,Toronto,43.790217,-79.476651,2025-08-27,0,6 months,500,gift card,agent
2784,Beautiful Apartment for Rent,Near subway and shopping.,1205,0,2,apartment,355 Main St,Toronto,43.682082,-79.268546,2025-11-06,0,6 months,500,cash,agent
2785,Spacious Basement Unit,Bright unit close to transit.,2982,0,2,basement,687 Main St,Toronto,43.732181,-79.217738,2025-11-04,0,1 year,1000,gift card,owner
2786,Beautiful Apartment for Rent,Bright unit close to transit.,1255,3,2,basement,251 Main St,Toronto,43.620264,-79.326261,2025-09-16,1,month-to-month,500,wire,agent
2787,Affordable Room,Near subway and shopping.,1978,1,2,basement,467 Main St,Toronto,43.730125,-79.320495,2025-10-08,1,1 year,1500,e-transfer,owner
2788,Beautiful Apartment for Rent,Ideal for students and professionals.,3369,2,1,basement,670 Main St,Toronto,43.733015,-79.286623,2025-08-24,1,1 year,500,cash,owner
2789,Spacious Basement Unit,Ideal for students and professionals.,3046,0,1,apartment,717 Main St,Toronto,43.657108,-79.213785,2025-08-25,1,month-to-month,500,gift card,owner
2790,Spacious Basement Unit,Near subway and shopping.,1788,3,1,apartment,558 Main St,Toronto,43.736026,-79.361833,2025-12-17,0,6 months,0,gift card,agent
2791,Affordable Room,"Recently renovated, quiet neighborhood.",1247,2,1,apartment,625 Main St,Toronto,43.647089,-79.261675,2025-08-04,0,1 year,1000,wire,agent
2792,Affordable Room,Bright unit close to transit.,1306,3,3,house,412 Main St,Toronto,43.677824,-79.315478,2025-09-22,1,6 months,1000,wire,owner
2793,Downtown Condo,Bright unit close to transit.,1375,2,3,basement,774 Main St,Toronto,43.700123,-79.579093,2026-01-25,1,1 year,1500,e-transfer,owner
2794,Downtown Condo,Ideal for students and professionals.,1041,3,2,apartment,448 Main St,Toronto,43.64706,-79.299525,2025-08-05,0,1 year,1000,cash,owner
2795,Downtown Condo,Near subway and shopping.,1435,4,1,basement,919 Main St,Toronto,43.663789,-79.234962,2026-01-14,1,1 year,1000,wire,owner
2796,Spacious Basement Unit,Near subway and shopping.,3421,0,2,house,959 Main St,Toronto,43.618966,-79.366499,2025-08-02,0,month-to-month,0,cash,agent
2797,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2459,2,3,basement,325 Main St,Toronto,43.730621,-79.404921,2025-08-04,0,month-to-month,1000,e-transfer,owner
2798,Downtown Condo,"Recently renovated, quiet neighborhood.",2991,4,2,apartment,590 Main St,Toronto,43.614766,-79.363271,2025-09-13,1,1 year,1000,gift card,agent
2799,Downtown Condo,Bright unit close to transit.,3337,3,3,basement,48 Main St,Toronto,43.724378,-79.280781,2025-11-09,1,6 months,500,e-transfer,owner
2800,Spacious Basement Unit,Near subway and shopping.,1649,2,2,apartment,395 Main St,Toronto,43.783052,-79.290028,2025-09-07,1,6 months,500,cash,owner
2801,Spacious Basement Unit,Ideal for students and professionals.,2464,3,1,basement,676 Main St,Toronto,43.769567,-79.215363,2026-01-09,0,6 months,1500,e-transfer,owner
2802,Spacious Basement Unit,Ideal for students and professionals.,1584,2,1,basement,549 Main St,Toronto,43.665693,-79.461938,2025-08-16,1,month-to-month,0,wire,agent
2803,Affordable Room,Ideal for students and professionals.,2701,2,1,house,895 Main St,Toronto,43.668946,-79.399757,2025-11-12,0,month-to-month,500,e-transfer,agent
2804,Beautiful Apartment for Rent,Bright unit close to transit.,2953,2,2,house,281 Main St,Toronto,43.76974,-79.296794,2025-08-03,0,6 months,0,cash,agent
2805,Downtown Condo,"Recently renovated, quiet neighborhood.",2947,3,2,basement,362 Main St,Toronto,43.666637,-79.424527,2025-12-04,1,6 months,1000,cash,owner
2806,Affordable Room,Near subway and shopping.,3417,1,3,house,839 Main St,Toronto,43.623231,-79.478251,2025-12-30,1,6 months,1000,wire,agent
2807,Beautiful Apartment for Rent,Ideal for students and professionals.,3289,4,3,house,985 Main St,Toronto,43.655082,-79.325119,2026-01-14,0,month-to-month,500,wire,agent
2808,Spacious Basement Unit,Near subway and shopping.,3151,1,1,apartment,648 Main St,Toronto,43.683876,-79.591833,2025-11-21,0,month-to-month,1500,wire,agent
2809,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2381,3,1,basement,71 Main St,Toronto,43.782271,-79.421917,2025-10-23,1,6 months,1500,e-transfer,agent
