id,label,message
1324,scam,Unit is available immediately. Deposit required before viewing.
1325,scam,Owner is traveling. Keys will be mailed after deposit.
1326,scam,Unit is available immediately. Deposit required before viewing.
1327,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1328,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1329,scam,No credit check. Just send deposit and move in.
1330,scam,No credit check. Just send deposit and move in.
1331,scam,Kindly provide your full name and send payment today.
1332,scam,Unit is available immediately. Deposit required before viewing.
1333,scam,No viewing needed. First month and deposit required now.
1334,scam,Owner is traveling. Keys will be mailed after deposit.
1335,scam,Owner is traveling. Keys will be mailed after deposit.
1336,scam,Unit is available immediately. Deposit required before viewing.
1337,scam,Please reply with your email so I can send payment instructions.
1338,scam,Many people interested. First person to send deposit gets it.
1339,scam,Great price for downtown Toronto condo. Send payment to hold.
1340,scam,Many people interested. First person to send deposit gets it.
1341,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1342,scam,Unit is available immediately. Deposit required before viewing.
1343,scam,Kindly provide your full name and send payment today.
1344,scam,Great price for downtown Toronto condo. Send payment to hold.
1345,scam,Unit is available immediately. Deposit required before viewing.
1346,scam,No credit check. Just send deposit and move in.
1347,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1348,scam,Great price for downtown Toronto condo. Send payment to hold.
1349,scam,Many people interested. First person to send deposit gets it.
1350,scam,Many people interested. First person to send deposit gets it.
1351,scam,Unit is available immediately. Deposit required before viewing.
1352,scam,Please reply with your email so I can send payment instructions.
1353,scam,No viewing needed. First month and deposit required now.
1354,scam,Unit is available immediately. Deposit required before viewing.
1355,scam,Many people interested. First person to send deposit gets it.
1356,scam,No viewing needed. First month and deposit required now.
1357,scam,Great price for downtown Toronto condo. Send payment to hold.
1358,scam,Many people interested. First person to send deposit gets it.
1359,scam,Great price for downtown Toronto condo. Send payment to hold.
1360,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1361,scam,Great price for downtown Toronto condo. Send payment to hold.
1362,scam,Great price for downtown Toronto condo. Send payment to hold.
1363,scam,Great price for downtown Toronto condo. Send payment to hold.
1364,scam,Please reply with your email so I can send payment instructions.
1365,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1366,scam,Kindly provide your full name and send payment today.
1367,scam,No credit check. Just send deposit and move in.
1368,scam,Many people interested. First person to send deposit gets it.
1369,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1370,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1371,scam,Owner is traveling. Keys will be mailed after deposit.
1372,scam,Many people interested. First person to send deposit gets it.
1373,scam,Kindly provide your full name and send payment today.
1374,scam,Please reply with your email so I can send payment instructions.
1375,scam,Many people interested. First person to send deposit gets it.
1376,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1377,scam,Unit is available immediately. Deposit required before viewing.
1378,scam,Please reply with your email so I can send payment instructions.
1379,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1380,scam,No viewing needed. First month and deposit required now.
1381,scam,Great price for downtown Toronto condo. Send payment to hold.
1382,scam,Unit is available immediately. Deposit required before viewing.
1383,scam,No viewing needed. First month and deposit required now.
1384,scam,Kindly provide your full name and send payment today.
1385,scam,No viewing needed. First month and deposit required now.
1386,scam,Please reply with your email so I can send payment instructions.
1387,scam,Many people interested. First person to send deposit gets it.
1388,scam,Kindly provide your full name and send payment today.
1389,scam,Great price for downtown Toronto condo. Send payment to hold.
1390,scam,Great price for downtown Toronto condo. Send payment to hold.
1391,scam,No viewing needed. First month and deposit required now.
1392,scam,Kindly provide your full name and send payment today.
1393,scam,Great price for downtown Toronto condo. Send payment to hold.
1394,scam,Unit is available immediately. Deposit required before viewing.
1395,scam,Many people interested. First person to send deposit gets it.
1396,scam,Owner is traveling. Keys will be mailed after deposit.
1397,scam,Kindly provide your full name and send payment today.
1398,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1399,scam,Many people interested. First person to send deposit gets it.
1400,scam,Many people interested. First person to send deposit gets it.
1401,scam,Great price for downtown Toronto condo. Send payment to hold.
1402,scam,Unit is available immediately. Deposit required before viewing.
1403,scam,No credit check. Just send deposit and move in.
1404,scam,No credit check. Just send deposit and move in.
1405,scam,Many people interested. First person to send deposit gets it.
1406,scam,Please reply with your email so I can send payment instructions.
1407,scam,Kindly provide your full name and send payment today.
1408,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1409,scam,Owner is traveling. Keys will be mailed after deposit.
1410,scam,No credit check. Just send deposit and move in.
1411,scam,No viewing needed. First month and deposit required now.
1412,scam,Please reply with your email so I can send payment instructions.
1413,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1414,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1415,scam,No credit check. Just send deposit and move in.
1416,scam,Owner is traveling. Keys will be mailed after deposit.
1417,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1418,scam,Great price for downtown Toronto condo. Send payment to hold.
1419,scam,No credit check. Just send deposit and move in.
1420,scam,Unit is available immediately. Deposit required before viewing.
1421,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1422,scam,Great price for downtown Toronto condo. Send payment to hold.
1423,scam,Unit is available immediately. Deposit required before viewing.
1424,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1425,scam,No viewing needed. First month and deposit required now.
1426,scam,Great price for downtown Toronto condo. Send payment to hold.
1427,scam,Please reply with your email so I can send payment instructions.
1428,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1429,scam,Owner is traveling. Keys will be mailed after deposit.
1430,scam,Unit is available immediately. Deposit required before viewing.
1431,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1432,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1433,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1434,scam,Many people interested. First person to send deposit gets it.
1435,scam,Unit is available immediately. Deposit required before viewing.
1436,scam,Unit is available immediately. Deposit required before viewing.
1437,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1438,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1439,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1440,scam,Many people interested. First person to send deposit gets it.
1441,scam,Great price for downtown Toronto condo. Send payment to hold.
1442,scam,No viewing needed. First month and deposit required now.
1443,scam,Unit is available immediately. Deposit required before viewing.
1444,scam,No viewing needed. First month and deposit required now.
1445,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1446,scam,Many people interested. First person to send deposit gets it.
1447,scam,Great price for downtown Toronto condo. Send payment to hold.
1448,scam,Great price for downtown Toronto condo. Send payment to hold.
1449,scam,No viewing needed. First month and deposit required now.
1450,scam,No credit check. Just send deposit and move in.
1451,scam,Kindly provide your full name and send payment today.
1452,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1453,scam,Please reply with your email so I can send payment instructions.
1454,scam,Please reply with your email so I can send payment instructions.
1455,scam,No viewing needed. First month and deposit required now.
1456,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1457,scam,Kindly provide your full name and send payment today.
1458,scam,Unit is available immediately. Deposit required before viewing.
1459,scam,Great price for downtown Toronto condo. Send payment to hold.
1460,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1461,scam,Owner is traveling. Keys will be mailed after deposit.
1462,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1463,scam,Unit is available immediately. Deposit required before viewing.
1464,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1465,scam,Kindly provide your full name and send payment today.
1466,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1467,scam,Many people interested. First person to send deposit gets it.
1468,scam,Owner is traveling. Keys will be mailed after deposit.
1469,scam,Kindly provide your full name and send payment today.
1470,scam,Great price for downtown Toronto condo. Send payment to hold.
1471,scam,Kindly provide your full name and send payment today.
1472,scam,Please reply with your email so I can send payment instructions.
1473,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1474,scam,Unit is available immediately. Deposit required before viewing.
1475,scam,Please reply with your email so I can send payment instructions.
1476,scam,Many people interested. First person to send deposit gets it.
1477,scam,Kindly provide your full name and send payment today.
1478,scam,Kindly provide your full name and send payment today.
1479,scam,No viewing needed. First month and deposit required now.
1480,scam,Owner is traveling. Keys will be mailed after deposit.
1481,scam,Great price for downtown Toronto condo. Send payment to hold.
1482,scam,Many people interested. First person to send deposit gets it.
1483,scam,No viewing needed. First month and deposit required now.
1484,scam,Many people interested. First person to send deposit gets it.
1485,scam,Great price for downtown Toronto condo. Send payment to hold.
1486,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1487,scam,Great price for downtown Toronto condo. Send payment to hold.
1488,scam,Unit is available immediately. Deposit required before viewing.
1489,scam,Unit is available immediately. Deposit required before viewing.
1490,scam,Great price for downtown Toronto condo. Send payment to hold.
1491,scam,Many people interested. First person to send deposit gets it.
1492,scam,No viewing needed. First month and deposit required now.
1493,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1494,scam,No credit check. Just send deposit and move in.
1495,scam,No credit check. Just send deposit and move in.
1496,scam,No credit check. Just send deposit and move in.
1497,scam,Great price for downtown Toronto condo. Send payment to hold.
1498,scam,Unit is available immediately. Deposit required before viewing.
1499,scam,No credit check. Just send deposit and move in.
1500,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1501,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1502,scam,No viewing needed. First month and deposit required now.
1503,scam,Owner is traveling. Keys will be mailed after deposit.
1504,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1505,scam,No credit check. Just send deposit and move in.
1506,scam,No credit check. Just send deposit and move in.
1507,scam,Kindly provide your full name and send payment today.
1508,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1509,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1510,scam,Owner is traveling. Keys will be mailed after deposit.
1511,scam,Owner is traveling. Keys will be mailed after deposit.
1512,scam,No credit check. Just send deposit and move in.
1513,scam,Many people interested. First person to send deposit gets it.
1514,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1515,scam,Kindly provide your full name and send payment today.
1516,scam,Kindly provide your full name and send payment today.
1517,scam,Owner is traveling. Keys will be mailed after deposit.
1518,scam,Many people interested. First person to send deposit gets it.
1519,scam,Unit is available immediately. Deposit required before viewing.
1520,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1521,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1522,scam,Owner is traveling. Keys will be mailed after deposit.
1523,scam,Many people interested. First person to send deposit gets it.
1524,scam,No credit check. Just send deposit and move in.
1525,scam,Unit is available immediately. Deposit required before viewing.
1526,scam,No viewing needed. First month and deposit required now.
1527,scam,No credit check. Just send deposit and move in.
1528,scam,Unit is available immediately. Deposit required before viewing.
1529,scam,Kindly provide your full name and send payment today.
1530,scam,No viewing needed. First month and deposit required now.
1531,scam,No viewing needed. First month and deposit required now.
1532,scam,Please reply with your email so I can send payment instructions.
1533,scam,Kindly provide your full name and send payment today.
1534,scam,Please reply with your email so I can send payment instructions.
1535,scam,No credit check. Just send deposit and move in.
1536,scam,Many people interested. First person to send deposit gets it.
1537,scam,Great price for downtown Toronto condo. Send payment to hold.
1538,scam,Owner is traveling. Keys will be mailed after deposit.
1539,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1540,scam,No credit check. Just send deposit and move in.
1541,scam,Owner is traveling. Keys will be mailed after deposit.
1542,scam,Please reply with your email so I can send payment instructions.
1543,scam,Kindly provide your full name and send payment today.
1544,scam,Unit is available immediately. Deposit required before viewing.
1545,scam,Many people interested. First person to send deposit gets it.
1546,scam,Great price for downtown Toronto condo. Send payment to hold.
1547,scam,Please reply with your email so I can send payment instructions.
1548,scam,Kindly provide your full name and send payment today.
1549,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1550,scam,Kindly provide your full name and send payment today.
1551,scam,Unit is available immediately. Deposit required before viewing.
1552,scam,Unit is available immediately. Deposit required before viewing.
1553,scam,Owner is traveling. Keys will be mailed after deposit.
1554,scam,Many people interested. First person to send deposit gets it.
1555,scam,Owner is traveling. Keys will be mailed after deposit.
1556,scam,Owner is traveling. Keys will be mailed after deposit.
1557,scam,Please reply with your email so I can send payment instructions.
1558,scam,Many people interested. First person to send deposit gets it.
1559,scam,No viewing needed. First month and deposit required now.
1560,scam,Unit is available immediately. Deposit required before viewing.
1561,scam,Unit is available immediately. Deposit required before viewing.
1562,scam,Please reply with your email so I can send payment instructions.
1563,scam,No viewing needed. First month and deposit required now.
1564,scam,Please reply with your email so I can send payment instructions.
1565,scam,No credit check. Just send deposit and move in.
1566,scam,Please reply with your email so I can send payment instructions.
1567,scam,No credit check. Just send deposit and move in.
1568,scam,Kindly provide your full name and send payment today.
1569,scam,No viewing needed. First month and deposit required now.
1570,scam,Please reply with your email so I can send payment instructions.
1571,scam,No credit check. Just send deposit and move in.
1572,scam,Unit is available immediately. Deposit required before viewing.
1573,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1574,scam,Great price for downtown Toronto condo. Send payment to hold.
1575,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1576,scam,Unit is available immediately. Deposit required before viewing.
1577,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1578,scam,Many people interested. First person to send deposit gets it.
1579,scam,No viewing needed. First month and deposit required now.
1580,scam,Kindly provide your full name and send payment today.
1581,scam,Kindly provide your full name and send payment today.
1582,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1583,scam,Please reply with your email so I can send payment instructions.
1584,scam,No viewing needed. First month and deposit required now.
1585,scam,Owner is traveling. Keys will be mailed after deposit.
1586,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1587,scam,Unit is available immediately. Deposit required before viewing.
1588,scam,Kindly provide your full name and send payment today.
1589,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1590,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1591,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1592,scam,Please reply with your email so I can send payment instructions.
1593,scam,No viewing needed. First month and deposit required now.
1594,scam,Great price for downtown Toronto condo. Send payment to hold.
1595,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1596,scam,Unit is available immediately. Deposit required before viewing.
1597,scam,Kindly provide your full name and send payment today.
1598,scam,No credit check. Just send deposit and move in.
1599,scam,Please reply with your email so I can send payment instructions.
1600,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1601,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1602,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1603,scam,Great price for downtown Toronto condo. Send payment to hold.
1604,scam,Kindly provide your full name and send payment today.
1605,scam,Please reply with your email so I can send payment instructions.
1606,scam,Unit is available immediately. Deposit required before viewing.
1607,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1608,scam,Please reply with your email so I can send payment instructions.
1609,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1610,scam,Great price for downtown Toronto condo. Send payment to hold.
1611,scam,Kindly provide your full name and send payment today.
1612,scam,Many people interested. First person to send deposit gets it.
1613,scam,Owner is traveling. Keys will be mailed after deposit.
1614,scam,Kindly provide your full name and send payment today.
1615,scam,No credit check. Just send deposit and move in.
1616,scam,Kindly provide your full name and send payment today.
1617,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1618,scam,Great price for downtown Toronto condo. Send payment to hold.
1619,scam,Owner is traveling. Keys will be mailed after deposit.
1620,scam,Please reply with your email so I can send payment instructions.
1621,scam,No viewing needed. First month and deposit required now.
1622,scam,Please reply with your email so I can send payment instructions.
1623,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1624,scam,Owner is traveling. Keys will be mailed after deposit.
1625,scam,Please reply with your email so I can send payment instructions.
1626,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1627,scam,Please reply with your email so I can send payment instructions.
1628,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1629,scam,Kindly provide your full name and send payment today.
1630,scam,No viewing needed. First month and deposit required now.
1631,scam,Great price for downtown Toronto condo. Send payment to hold.
1632,scam,Unit is available immediately. Deposit required before viewing.
1633,scam,Many people interested. First person to send deposit gets it.
1634,scam,Please reply with your email so I can send payment instructions.
1635,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1636,scam,No viewing needed. First month and deposit required now.
1637,scam,Great price for downtown Toronto condo. Send payment to hold.
1638,scam,Unit is available immediately. Deposit required before viewing.
1639,scam,Please reply with your email so I can send payment instructions.
1640,scam,Please reply with your email so I can send payment instructions.
1641,scam,Please reply with your email so I can send payment instructions.
1642,scam,Great price for downtown Toronto condo. Send payment to hold.
1643,scam,Owner is traveling. Keys will be mailed after deposit.
1644,scam,Please reply with your email so I can send payment instructions.
1645,scam,Kindly provide your full name and send payment today.
1646,scam,No viewing needed. First month and deposit required now.
1647,scam,Many people interested. First person to send deposit gets it.
1648,scam,Kindly provide your full name and send payment today.
1649,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1650,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1651,scam,No credit check. Just send deposit and move in.
1652,scam,No viewing needed. First month and deposit required now.
1653,scam,Great price for downtown Toronto condo. Send payment to hold.
1654,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1655,scam,No credit check. Just send deposit and move in.
1656,scam,Please reply with your email so I can send payment instructions.
1657,scam,Great price for downtown Toronto condo. Send payment to hold.
1658,scam,Many people interested. First person to send deposit gets it.
1659,scam,Kindly provide your full name and send payment today.
1660,scam,Kindly provide your full name and send payment today.
1661,scam,Kindly provide your full name and send payment today.
1662,scam,No viewing needed. First month and deposit required now.
1663,scam,Kindly provide your full name and send payment today.
1664,scam,Owner is traveling. Keys will be mailed after deposit.
1665,scam,Please reply with your email so I can send payment instructions.
1666,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1667,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1668,scam,Unit is available immediately. Deposit required before viewing.
1669,scam,Owner is traveling. Keys will be mailed after deposit.
1670,scam,Please reply with your email so I can send payment instructions.
1671,scam,Unit is available immediately. Deposit required before viewing.
1672,scam,No viewing needed. First month and deposit required now.
1673,scam,Owner is traveling. Keys will be mailed after deposit.
1674,scam,Great price for downtown Toronto condo. Send payment to hold.
1675,scam,No credit check. Just send deposit and move in.
1676,scam,No viewing needed. First month and deposit required now.
1677,scam,Owner is traveling. Keys will be mailed after deposit.
1678,scam,Great price for downtown Toronto condo. Send payment to hold.
1679,scam,No viewing needed. First month and deposit required now.
1680,scam,Kindly provide your full name and send payment today.
1681,scam,No credit check. Just send deposit and move in.
1682,scam,No credit check. Just send deposit and move in.
1683,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1684,scam,Many people interested. First person to send deposit gets it.
1685,scam,No credit check. Just send deposit and move in.
1686,scam,No credit check. Just send deposit and move in.
1687,scam,Please reply with your email so I can send payment instructions.
1688,scam,Owner is traveling. Keys will be mailed after deposit.
1689,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1690,scam,Great price for downtown Toronto condo. Send payment to hold.
1691,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1692,scam,Unit is available immediately. Deposit required before viewing.
1693,scam,Please reply with your email so I can send payment instructions.
1694,scam,Kindly provide your full name and send payment today.
1695,scam,Kindly provide your full name and send payment today.
1696,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1697,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1698,scam,Great price for downtown Toronto condo. Send payment to hold.
1699,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1700,scam,Owner is traveling. Keys will be mailed after deposit.
1701,scam,Owner is traveling. Keys will be mailed after deposit.
1702,scam,Owner is traveling. Keys will be mailed after deposit.
1703,scam,Unit is available immediately. Deposit required before viewing.
1704,scam,Many people interested. First person to send deposit gets it.
1705,scam,Many people interested. First person to send deposit gets it.
1706,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1707,scam,Great price for downtown Toronto condo. Send payment to hold.
1708,scam,No viewing needed. First month and deposit required now.
1709,scam,Great price for downtown Toronto condo. Send payment to hold.
1710,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1711,scam,Owner is traveling. Keys will be mailed after deposit.
1712,scam,Many people interested. First person to send deposit gets it.
1713,scam,No viewing needed. First month and deposit required now.
1714,scam,No viewing needed. First month and deposit required now.
1715,scam,Please reply with your email so I can send payment instructions.
1716,scam,Many people interested. First person to send deposit gets it.
1717,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1718,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1719,scam,Great price for downtown Toronto condo. Send payment to hold.
1720,scam,Great price for downtown Toronto condo. Send payment to hold.
1721,scam,Unit is available immediately. Deposit required before viewing.
1722,scam,Many people interested. First person to send deposit gets it.
1723,scam,Unit is available immediately. Deposit required before viewing.
1724,scam,Many people interested. First person to send deposit gets it.
1725,scam,Kindly provide your full name and send payment today.
1726,scam,Kindly provide your full name and send payment today.
1727,scam,Many people interested. First person to send deposit gets it.
1728,scam,Kindly provide your full name and send payment today.
1729,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1730,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1731,scam,Many people interested. First person to send deposit gets it.
1732,scam,Many people interested. First person to send deposit gets it.
1733,scam,No viewing needed. First month and deposit required now.
1734,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1735,scam,No credit check. Just send deposit and move in.
1736,scam,No viewing needed. First month and deposit required now.
1737,scam,Please reply with your email so I can send payment instructions.
1738,scam,No credit check. Just send deposit and move in.
1739,scam,Owner is traveling. Keys will be mailed after deposit.
1740,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1741,scam,Owner is traveling. Keys will be mailed after deposit.
1742,scam,Please reply with your email so I can send payment instructions.
1743,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1744,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1745,scam,Please reply with your email so I can send payment instructions.
1746,scam,No credit check. Just send deposit and move in.
1747,scam,No viewing needed. First month and deposit required now.
1748,scam,Owner is traveling. Keys will be mailed after deposit.
1749,scam,Great price for downtown Toronto condo. Send payment to hold.
1750,scam,Owner is traveling. Keys will be mailed after deposit.
1751,scam,Unit is available immediately. Deposit required before viewing.
1752,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1753,scam,Unit is available immediately. Deposit required before viewing.
1754,scam,Please reply with your email so I can send payment instructions.
1755,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1756,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1757,scam,Great price for downtown Toronto condo. Send payment to hold.
1758,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1759,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1760,scam,Kindly provide your full name and send payment today.
1761,scam,No viewing needed. First month and deposit required now.
1762,scam,No viewing needed. First month and deposit required now.
1763,scam,No credit check. Just send deposit and move in.
1764,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1765,scam,Owner is traveling. Keys will be mailed after deposit.
1766,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1767,scam,No viewing needed. First month and deposit required now.
1768,scam,Unit is available immediately. Deposit required before viewing.
1769,scam,No credit check. Just send deposit and move in.
1770,scam,Many people interested. First person to send deposit gets it.
1771,scam,Please reply with your email so I can send payment instructions.
1772,scam,No credit check. Just send deposit and move in.
1773,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1774,scam,Owner is traveling. Keys will be mailed after deposit.
1775,scam,Owner is traveling. Keys will be mailed after deposit.
1776,scam,Many people interested. First person to send deposit gets it.
1777,scam,Unit is available immediately. Deposit required before viewing.
1778,scam,Owner is traveling. Keys will be mailed after deposit.
1779,scam,Many people interested. First person to send deposit gets it.
1780,scam,Unit is available immediately. Deposit required before viewing.
1781,scam,No viewing needed. First month and deposit required now.
1782,scam,Unit is available immediately. Deposit required before viewing.
1783,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1784,scam,Unit is available immediately. Deposit required before viewing.
1785,scam,No viewing needed. First month and deposit required now.
1786,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1787,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1788,scam,Great price for downtown Toronto condo. Send payment to hold.
1789,scam,Many people interested. First person to send deposit gets it.
1790,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1791,scam,Please reply with your email so I can send payment instructions.
1792,scam,No viewing needed. First month and deposit required now.
1793,scam,Great price for downtown Toronto condo. Send payment to hold.
1794,scam,Owner is traveling. Keys will be mailed after deposit.
1795,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1796,scam,Please reply with your email so I can send payment instructions.
1797,scam,Unit is available immediately. Deposit required before viewing.
1798,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1799,scam,Kindly provide your full name and send payment today.
1800,scam,Owner is traveling. Keys will be mailed after deposit.
1801,scam,Great price for downtown Toronto condo. Send payment to hold.
1802,scam,Owner is traveling. Keys will be mailed after deposit.
1803,scam,Many people interested. First person to send deposit gets it.
1804,scam,Many people interested. First person to send deposit gets it.
1805,scam,Kindly provide your full name and send payment today.
1806,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1807,scam,Great price for downtown Toronto condo. Send payment to hold.
1808,scam,No viewing needed. First month and deposit required now.
1809,scam,Great price for downtown Toronto condo. Send payment to hold.
1810,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1811,scam,Owner is traveling. Keys will be mailed after deposit.
1812,scam,No viewing needed. First month and deposit required now.
1813,scam,No credit check. Just send deposit and move in.
1814,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1815,scam,Great price for downtown Toronto condo. Send payment to hold.
1816,scam,Kindly provide your full name and send payment today.
1817,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1818,scam,Please reply with your email so I can send payment instructions.
1819,scam,Great price for downtown Toronto condo. Send payment to hold.
1820,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1821,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1822,scam,Kindly provide your full name and send payment today.
1823,scam,No viewing needed. First month and deposit required now.
1824,scam,Please reply with your email so I can send payment instructions.
1825,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1826,scam,Many people interested. First person to send deposit gets it.
1827,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1828,scam,No credit check. Just send deposit and move in.
1829,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1830,scam,Please reply with your email so I can send payment instructions.
1831,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1832,scam,No credit check. Just send deposit and move in.
1833,scam,No credit check. Just send deposit and move in.
1834,scam,Many people interested. First person to send deposit gets it.
1835,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1836,scam,Great price for downtown Toronto condo. Send payment to hold.
1837,scam,Great price for downtown Toronto condo. Send payment to hold.
1838,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1839,scam,Kindly provide your full name and send payment today.
1840,scam,No viewing needed. First month and deposit required now.
1841,scam,Please reply with your email so I can send payment instructions.
1842,scam,Unit is available immediately. Deposit required before viewing.
1843,scam,"Hi, the apartment is still available. Please send a deposit today to secure it."
1844,scam,Great price for downtown Toronto condo. Send payment to hold.
1845,scam,Please reply with your email so I can send payment instructions.
1846,scam,No credit check. Just send deposit and move in.
1847,scam,Kindly provide your full name and send payment today.
1848,scam,I am currently out of the country. You can reserve the unit by e-transfer.
1849,scam,Owner is traveling. Keys will be mailed after deposit.
1850,scam,Kindly provide your full name and send payment today.
1851,scam,Owner is traveling. Keys will be mailed after deposit.
1852,scam,Please reply with your email so I can send payment instructions.
1853,scam,No credit check. Just send deposit and move in.
1854,scam,Kindly provide your full name and send payment today.
