id,label,scam_type,message
2589,scam,fake_company,Third-party escrow company involved.
2590,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2591,scam,fake_company,Third-party escrow company involved.
2592,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2593,scam,deposit_request,Send first and last month now to lock it.
2594,scam,urgency_pressure,Only serious renters reply.
2595,scam,personal_info_harvest,Provide passport and banking info.
2596,scam,gift_card_payment,Send prepaid card numbers.
2597,scam,no_viewing,"Viewing is not necessary, unit is ready."
2598,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2599,scam,fake_company,We are certified rental agents.
2600,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2601,scam,wire_transfer,International transfer accepted.
2602,scam,urgency_pressure,This will be gone today.
2603,scam,personal_info_harvest,Submit personal info now.
2604,scam,broken_english,Apartment very good and cheap.
2605,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2606,scam,unrealistic_price,Very low price if you act today.
2607,scam,broken_english,You trust me.
2608,scam,fake_company,We are certified rental agents.
2609,scam,deposit_request,Send first and last month now to lock it.
2610,scam,urgency_pressure,Only serious renters reply.
2611,scam,unrealistic_price,Luxury condo downtown for $700/month.
2612,scam,fake_company,Our company handles everything remotely.
2613,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2614,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2615,scam,broken_english,I owner of apartment and want rent fast.
2616,scam,unrealistic_price,Below market price for fast deal.
2617,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
2618,scam,deposit_request,Please send the deposit today to secure the apartment.
2619,scam,broken_english,I owner of apartment and want rent fast.
2620,scam,no_viewing,You can move in without visiting.
2621,scam,personal_info_harvest,Send photo of your driver license.
2622,scam,gift_card_payment,Send prepaid card numbers.
2623,scam,gift_card_payment,Amazon gift card accepted.
2624,scam,broken_english,Apartment very good and cheap.
2625,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2626,scam,urgency_pressure,Last chance to secure.
2627,scam,deposit_request,Pay holding fee immediately.
2628,scam,urgency_pressure,"Many people interested, act fast."
2629,scam,wire_transfer,Pay by Western Union.
2630,scam,deposit_request,Please send the deposit today to secure the apartment.
2631,scam,no_viewing,"No need to see the place, pictures are enough."
2632,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2633,scam,broken_english,I owner of apartment and want rent fast.
2634,scam,no_viewing,Viewing is not possible at this time.
2635,scam,no_viewing,"Viewing is not necessary, unit is ready."
2636,scam,broken_english,You send money and get key later.
2637,scam,fake_company,Corporate leasing office.
2638,scam,no_viewing,Viewing is not possible at this time.
2639,scam,unrealistic_price,Luxury condo downtown for $700/month.
2640,scam,deposit_request,Please send the deposit today to secure the apartment.
2641,scam,fake_company,Our company handles everything remotely.
2642,scam,urgency_pressure,Last chance to secure.
2643,scam,wire_transfer,Send money by MoneyGram.
2644,scam,broken_english,You trust me.
2645,scam,wire_transfer,Send money by MoneyGram.
2646,scam,gift_card_payment,Steam gift card for deposit.
2647,scam,deposit_request,Unit will be held only after deposit is received.
2648,scam,unrealistic_price,Luxury condo downtown for $700/month.
2649,scam,unrealistic_price,Luxury condo downtown for $700/month.
2650,scam,wire_transfer,Crypto payment accepted.
2651,scam,wire_transfer,Wire transfer preferred.
2652,scam,deposit_request,Send first and last month now to lock it.
2653,scam,unrealistic_price,Cheap rent because I want quick tenant.
2654,scam,fake_company,We are certified rental agents.
2655,scam,broken_english,Apartment very good and cheap.
2656,scam,no_viewing,"Trust the photos, no tour required."
2657,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2658,scam,personal_info_harvest,Need your full details before viewing.
2659,scam,fake_company,We are certified rental agents.
2660,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
2661,scam,deposit_request,Send first and last month now to lock it.
2662,scam,no_viewing,"Trust the photos, no tour required."
2663,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2664,scam,gift_card_payment,Steam gift card for deposit.
2665,scam,urgency_pressure,This will be gone today.
2666,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
2667,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2668,scam,wire_transfer,Send money by MoneyGram.
2669,scam,deposit_request,Send first and last month now to lock it.
2670,scam,broken_english,You send money and get key later.
2671,scam,fake_company,We represent the landlord.
2672,scam,personal_info_harvest,Send copy of ID and SIN.
2673,scam,no_viewing,You can move in without visiting.
2674,scam,broken_english,You trust me.
2675,scam,deposit_request,Unit will be held only after deposit is received.
2676,scam,deposit_request,Unit will be held only after deposit is received.
2677,scam,gift_card_payment,Steam gift card for deposit.
2678,scam,gift_card_payment,Buy Apple gift cards and send codes.
2679,scam,broken_english,You send money and get key later.
2680,scam,fake_company,Third-party escrow company involved.
2681,scam,gift_card_payment,Payment via gift cards only.
2682,scam,broken_english,Good chance for you.
2683,scam,personal_info_harvest,Need your full details before viewing.
2684,scam,no_viewing,Viewing is not possible at this time.
2685,scam,urgency_pressure,"Many people interested, act fast."
2686,scam,personal_info_harvest,Send copy of ID and SIN.
2687,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
2688,scam,wire_transfer,Wire transfer preferred.
2689,scam,personal_info_harvest,Provide passport and banking info.
2690,scam,no_viewing,"Trust the photos, no tour required."
2691,scam,urgency_pressure,This will be gone today.
2692,scam,personal_info_harvest,Send photo of your driver license.
2693,scam,gift_card_payment,Payment via gift cards only.
2694,scam,fake_company,Corporate leasing office.
2695,scam,wire_transfer,International transfer accepted.
2696,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2697,scam,deposit_request,Send first and last month now to lock it.
2698,scam,wire_transfer,Crypto payment accepted.
2699,scam,deposit_request,Pay holding fee immediately.
2700,scam,personal_info_harvest,Send photo of your driver license.
2701,scam,wire_transfer,Crypto payment accepted.
2702,scam,urgency_pressure,First come first serve.
2703,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
2704,scam,fake_company,We represent the landlord.
2705,scam,deposit_request,Please send the deposit today to secure the apartment.
2706,scam,wire_transfer,Wire transfer preferred.
2707,scam,urgency_pressure,Only serious renters reply.
2708,scam,no_viewing,You can move in without visiting.
2709,scam,no_viewing,Viewing is not possible at this time.
2710,scam,urgency_pressure,First come first serve.
2711,scam,unrealistic_price,Below market price for fast deal.
2712,scam,deposit_request,Unit will be held only after deposit is received.
2713,scam,wire_transfer,Pay by Western Union.
2714,scam,unrealistic_price,Luxury condo downtown for $700/month.
2715,scam,personal_info_harvest,Need your full details before viewing.
2716,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
2717,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2718,scam,deposit_request,Deposit required before any viewing.
2719,scam,urgency_pressure,"Many people interested, act fast."
2720,scam,deposit_request,Pay holding fee immediately.
2721,scam,gift_card_payment,Amazon gift card accepted.
2722,scam,urgency_pressure,First come first serve.
2723,scam,broken_english,I owner of apartment and want rent fast.
2724,scam,gift_card_payment,Payment via gift cards only.
2725,scam,personal_info_harvest,Provide passport and banking info.
2726,scam,gift_card_payment,Steam gift card for deposit.
2727,scam,gift_card_payment,Send prepaid card numbers.
2728,scam,wire_transfer,Crypto payment accepted.
2729,scam,unrealistic_price,Below market price for fast deal.
2730,scam,broken_english,Good chance for you.
2731,scam,fake_company,Our company handles everything remotely.
2732,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2733,scam,fake_company,Our company handles everything remotely.
2734,scam,deposit_request,Please send the deposit today to secure the apartment.
2735,scam,unrealistic_price,Below market price for fast deal.
2736,scam,broken_english,You send money and get key later.
2737,scam,gift_card_payment,Send prepaid card numbers.
2738,scam,broken_english,Good chance for you.
2739,scam,gift_card_payment,Steam gift card for deposit.
2740,scam,no_viewing,"Viewing is not necessary, unit is ready."
2741,scam,no_viewing,"No need to see the place, pictures are enough."
2742,scam,deposit_request,Unit will be held only after deposit is received.
2743,scam,wire_transfer,Send money by MoneyGram.
2744,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2745,scam,fake_company,Third-party escrow company involved.
2746,scam,deposit_request,Unit will be held only after deposit is received.
2747,scam,deposit_request,Send first and last month now to lock it.
2748,scam,deposit_request,Send first and last month now to lock it.
2749,scam,fake_company,We are certified rental agents.
2750,scam,fake_company,We are certified rental agents.
2751,scam,no_viewing,"Trust the photos, no tour required."
2752,scam,deposit_request,Send first and last month now to lock it.
2753,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2754,scam,personal_info_harvest,Submit personal info now.
2755,scam,unrealistic_price,Cheap rent because I want quick tenant.
2756,scam,urgency_pressure,Last chance to secure.
2757,scam,gift_card_payment,Payment via gift cards only.
2758,scam,unrealistic_price,Luxury condo downtown for $700/month.
2759,scam,fake_company,We are certified rental agents.
2760,scam,broken_english,Good chance for you.
2761,scam,unrealistic_price,Very low price if you act today.
2762,scam,no_viewing,Viewing is not possible at this time.
2763,scam,wire_transfer,Pay by Western Union.
2764,scam,urgency_pressure,Last chance to secure.
2765,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2766,scam,fake_company,We represent the landlord.
2767,scam,broken_english,Apartment very good and cheap.
2768,scam,deposit_request,Please send the deposit today to secure the apartment.
2769,scam,no_viewing,You can move in without visiting.
2770,scam,broken_english,You trust me.
2771,scam,gift_card_payment,Buy Apple gift cards and send codes.
2772,scam,gift_card_payment,Steam gift card for deposit.
2773,scam,urgency_pressure,Only serious renters reply.
2774,scam,no_viewing,Viewing is not possible at this time.
2775,scam,fake_company,Our company handles everything remotely.
2776,scam,deposit_request,Deposit required before any viewing.
2777,scam,fake_company,We represent the landlord.
2778,scam,fake_company,Our company handles everything remotely.
2779,scam,gift_card_payment,Steam gift card for deposit.
2780,scam,wire_transfer,Pay by Western Union.
2781,scam,no_viewing,"No need to see the place, pictures are enough."
2782,scam,wire_transfer,International transfer accepted.
2783,scam,fake_company,We represent the landlord.
2784,scam,no_viewing,"Viewing is not necessary, unit is ready."
2785,scam,personal_info_harvest,Send copy of ID and SIN.
2786,scam,urgency_pressure,This will be gone today.
2787,scam,urgency_pressure,Only serious renters reply.
2788,scam,broken_english,Good chance for you.
2789,scam,wire_transfer,Pay by Western Union.
2790,scam,personal_info_harvest,Submit personal info now.
2791,scam,gift_card_payment,Steam gift card for deposit.
2792,scam,personal_info_harvest,Submit personal info now.
2793,scam,gift_card_payment,Payment via gift cards only.
2794,scam,broken_english,You send money and get key later.
2795,scam,gift_card_payment,Payment via gift cards only.
2796,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2797,scam,no_viewing,"Viewing is not necessary, unit is ready."
2798,scam,fake_company,Corporate leasing office.
2799,scam,fake_company,We represent the landlord.
2800,scam,personal_info_harvest,Provide passport and banking info.
2801,scam,wire_transfer,Crypto payment accepted.
2802,scam,personal_info_harvest,Send copy of ID and SIN.
2803,scam,broken_english,You send money and get key later.
2804,scam,urgency_pressure,First come first serve.
2805,scam,broken_english,You send money and get key later.
2806,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2807,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2808,scam,personal_info_harvest,Need your full details before viewing.
2809,scam,gift_card_payment,Amazon gift card accepted.
2810,scam,broken_english,You send money and get key later.
2811,scam,wire_transfer,Crypto payment accepted.
2812,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2813,scam,unrealistic_price,Luxury condo downtown for $700/month.
2814,scam,gift_card_payment,Payment via gift cards only.
2815,scam,gift_card_payment,Steam gift card for deposit.
2816,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2817,scam,no_viewing,Viewing is not possible at this time.
2818,scam,no_viewing,"Viewing is not necessary, unit is ready."
2819,scam,fake_company,Third-party escrow company involved.
2820,scam,urgency_pressure,"Many people interested, act fast."
2821,scam,gift_card_payment,Payment via gift cards only.
2822,scam,broken_english,Good chance for you.
2823,scam,gift_card_payment,Send prepaid card numbers.
2824,scam,wire_transfer,Wire transfer preferred.
2825,scam,no_viewing,You can move in without visiting.
2826,scam,fake_company,Corporate leasing office.
2827,scam,wire_transfer,Pay by Western Union.
2828,scam,broken_english,Apartment very good and cheap.
2829,scam,broken_english,You trust me.
2830,scam,broken_english,Good chance for you.
2831,scam,no_viewing,You can move in without visiting.
2832,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2833,scam,gift_card_payment,Buy Apple gift cards and send codes.
2834,scam,personal_info_harvest,Provide passport and banking info.
2835,scam,fake_company,Third-party escrow company involved.
2836,scam,gift_card_payment,Send prepaid card numbers.
2837,scam,fake_company,Corporate leasing office.
2838,scam,unrealistic_price,Luxury condo downtown for $700/month.
2839,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
2840,scam,urgency_pressure,Last chance to secure.
2841,scam,unrealistic_price,Very low price if you act today.
2842,scam,no_viewing,"No need to see the place, pictures are enough."
2843,scam,urgency_pressure,Only serious renters reply.
2844,scam,wire_transfer,International transfer accepted.
2845,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
2846,scam,fake_company,Third-party escrow company involved.
2847,scam,wire_transfer,Send money by MoneyGram.
2848,scam,urgency_pressure,"Many people interested, act fast."
2849,scam,fake_company,We are certified rental agents.
2850,scam,no_viewing,Viewing is not possible at this time.
2851,scam,unrealistic_price,Cheap rent because I want quick tenant.
2852,scam,broken_english,I owner of apartment and want rent fast.
2853,scam,no_viewing,"Viewing is not necessary, unit is ready."
2854,scam,deposit_request,Send first and last month now to lock it.
2855,scam,personal_info_harvest,Need your full details before viewing.
2856,scam,unrealistic_price,Very low price if you act today.
2857,scam,unrealistic_price,Very low price if you act today.
2858,scam,broken_english,You trust me.
2859,scam,wire_transfer,Wire transfer preferred.
2860,scam,fake_company,Corporate leasing office.
2861,scam,broken_english,I owner of apartment and want rent fast.
2862,scam,broken_english,Good chance for you.
2863,scam,gift_card_payment,Amazon gift card accepted.
2864,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2865,scam,fake_company,Our company handles everything remotely.
2866,scam,unrealistic_price,Cheap rent because I want quick tenant.
2867,scam,wire_transfer,Send money by MoneyGram.
2868,scam,no_viewing,You can move in without visiting.
2869,scam,gift_card_payment,Steam gift card for deposit.
2870,scam,gift_card_payment,Buy Apple gift cards and send codes.
2871,scam,unrealistic_price,Luxury condo downtown for $700/month.
2872,scam,wire_transfer,Crypto payment accepted.
2873,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2874,scam,wire_transfer,Wire transfer preferred.
2875,scam,urgency_pressure,Only serious renters reply.
2876,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2877,scam,no_viewing,"Trust the photos, no tour required."
2878,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2879,scam,urgency_pressure,This will be gone today.
2880,scam,urgency_pressure,Only serious renters reply.
2881,scam,unrealistic_price,Cheap rent because I want quick tenant.
2882,scam,fake_company,We are certified rental agents.
2883,scam,no_viewing,You can move in without visiting.
2884,scam,fake_company,Our company handles everything remotely.
2885,scam,no_viewing,"No need to see the place, pictures are enough."
2886,scam,wire_transfer,Send money by MoneyGram.
2887,scam,broken_english,I owner of apartment and want rent fast.
2888,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2889,scam,deposit_request,Please send the deposit today to secure the apartment.
2890,scam,deposit_request,Unit will be held only after deposit is received.
2891,scam,unrealistic_price,Below market price for fast deal.
2892,scam,deposit_request,Pay holding fee immediately.
2893,scam,personal_info_harvest,Send photo of your driver license.
2894,scam,broken_english,Good chance for you.
2895,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
2896,scam,gift_card_payment,Amazon gift card accepted.
2897,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2898,scam,unrealistic_price,Cheap rent because I want quick tenant.
2899,scam,deposit_request,Please send the deposit today to secure the apartment.
2900,scam,wire_transfer,Wire transfer preferred.
2901,scam,wire_transfer,Wire transfer preferred.
2902,scam,gift_card_payment,Send prepaid card numbers.
2903,scam,fake_company,We are certified rental agents.
2904,scam,wire_transfer,Crypto payment accepted.
2905,scam,deposit_request,Deposit required before any viewing.
2906,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
2907,scam,urgency_pressure,This will be gone today.
2908,scam,broken_english,Good chance for you.
2909,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2910,scam,unrealistic_price,Cheap rent because I want quick tenant.
2911,scam,no_viewing,Viewing is not possible at this time.
2912,scam,no_viewing,"No need to see the place, pictures are enough."
2913,scam,urgency_pressure,Only serious renters reply.
2914,scam,wire_transfer,Send money by MoneyGram.
2915,scam,no_viewing,Viewing is not possible at this time.
2916,scam,broken_english,You send money and get key later.
2917,scam,broken_english,I owner of apartment and want rent fast.
2918,scam,broken_english,Good chance for you.
2919,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2920,scam,urgency_pressure,This will be gone today.
2921,scam,wire_transfer,International transfer accepted.
2922,scam,fake_company,We are certified rental agents.
2923,scam,broken_english,You trust me.
2924,scam,no_viewing,"Trust the photos, no tour required."
2925,scam,broken_english,You trust me.
2926,scam,no_viewing,"Trust the photos, no tour required."
2927,scam,broken_english,Good chance for you.
2928,scam,deposit_request,Deposit required before any viewing.
2929,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2930,scam,unrealistic_price,Below market price for fast deal.
2931,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2932,scam,wire_transfer,Send money by MoneyGram.
2933,scam,wire_transfer,Crypto payment accepted.
2934,scam,unrealistic_price,Below market price for fast deal.
2935,scam,fake_company,We represent the landlord.
2936,scam,deposit_request,Please send the deposit today to secure the apartment.
2937,scam,broken_english,Apartment very good and cheap.
2938,scam,gift_card_payment,Buy Apple gift cards and send codes.
2939,scam,unrealistic_price,Cheap rent because I want quick tenant.
2940,scam,no_viewing,You can move in without visiting.
2941,scam,deposit_request,Unit will be held only after deposit is received.
2942,scam,urgency_pressure,This will be gone today.
2943,scam,urgency_pressure,"Many people interested, act fast."
2944,scam,personal_info_harvest,Submit personal info now.
2945,scam,wire_transfer,International transfer accepted.
2946,scam,urgency_pressure,Last chance to secure.
2947,scam,wire_transfer,Pay by Western Union.
2948,scam,unrealistic_price,Below market price for fast deal.
2949,scam,urgency_pressure,Last chance to secure.
2950,scam,out_of_country_landlord,I moved overseas but the apartment is available.
2951,scam,deposit_request,Please send the deposit today to secure the apartment.
2952,scam,fake_company,We represent the landlord.
2953,scam,no_viewing,You can move in without visiting.
2954,scam,deposit_request,Deposit required before any viewing.
2955,scam,no_viewing,"Trust the photos, no tour required."
2956,scam,no_viewing,"Trust the photos, no tour required."
2957,scam,gift_card_payment,Amazon gift card accepted.
2958,scam,deposit_request,Please send the deposit today to secure the apartment.
2959,scam,fake_company,We are certified rental agents.
2960,scam,broken_english,I owner of apartment and want rent fast.
2961,scam,wire_transfer,Send money by MoneyGram.
2962,scam,urgency_pressure,First come first serve.
2963,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2964,scam,urgency_pressure,Last chance to secure.
2965,scam,fake_company,Our company handles everything remotely.
2966,scam,urgency_pressure,Only serious renters reply.
2967,scam,broken_english,I owner of apartment and want rent fast.
2968,scam,urgency_pressure,"Many people interested, act fast."
2969,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
2970,scam,wire_transfer,Pay by Western Union.
2971,scam,wire_transfer,Pay by Western Union.
2972,scam,broken_english,You send money and get key later.
2973,scam,fake_company,We represent the landlord.
2974,scam,urgency_pressure,Last chance to secure.
2975,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
2976,scam,urgency_pressure,This will be gone today.
2977,scam,deposit_request,Please send the deposit today to secure the apartment.
2978,scam,no_viewing,"Viewing is not necessary, unit is ready."
2979,scam,personal_info_harvest,Submit personal info now.
2980,scam,unrealistic_price,Very low price if you act today.
2981,scam,no_viewing,"Trust the photos, no tour required."
2982,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
2983,scam,wire_transfer,Send money by MoneyGram.
2984,scam,fake_company,Corporate leasing office.
2985,scam,unrealistic_price,Below market price for fast deal.
2986,scam,urgency_pressure,Last chance to secure.
2987,scam,unrealistic_price,Below market price for fast deal.
2988,scam,wire_transfer,International transfer accepted.
2989,scam,personal_info_harvest,Submit personal info now.
2990,scam,broken_english,I owner of apartment and want rent fast.
2991,scam,no_viewing,Viewing is not possible at this time.
2992,scam,fake_company,We are certified rental agents.
2993,scam,broken_english,You trust me.
2994,scam,unrealistic_price,Very low price if you act today.
2995,scam,fake_company,Our company handles everything remotely.
2996,scam,urgency_pressure,"Many people interested, act fast."
2997,scam,broken_english,I owner of apartment and want rent fast.
2998,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
2999,scam,personal_info_harvest,Send copy of ID and SIN.
3000,scam,deposit_request,Please send the deposit today to secure the apartment.
3001,scam,no_viewing,"Trust the photos, no tour required."
3002,scam,deposit_request,Unit will be held only after deposit is received.
3003,scam,broken_english,You send money and get key later.
3004,scam,wire_transfer,Send money by MoneyGram.
3005,scam,deposit_request,Please send the deposit today to secure the apartment.
3006,scam,urgency_pressure,"Many people interested, act fast."
3007,scam,personal_info_harvest,Submit personal info now.
3008,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
3009,scam,deposit_request,Please send the deposit today to secure the apartment.
3010,scam,urgency_pressure,Only serious renters reply.
3011,scam,no_viewing,"No need to see the place, pictures are enough."
3012,scam,broken_english,Apartment very good and cheap.
3013,scam,fake_company,Corporate leasing office.
3014,scam,unrealistic_price,Luxury condo downtown for $700/month.
3015,scam,unrealistic_price,Cheap rent because I want quick tenant.
3016,scam,personal_info_harvest,Send copy of ID and SIN.
3017,scam,urgency_pressure,First come first serve.
3018,scam,deposit_request,Deposit required before any viewing.
3019,scam,urgency_pressure,"Many people interested, act fast."
3020,scam,personal_info_harvest,Need your full details before viewing.
3021,scam,gift_card_payment,Buy Apple gift cards and send codes.
3022,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
3023,scam,no_viewing,"Trust the photos, no tour required."
3024,scam,personal_info_harvest,Need your full details before viewing.
3025,scam,unrealistic_price,Luxury condo downtown for $700/month.
3026,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
3027,scam,deposit_request,Please send the deposit today to secure the apartment.
3028,scam,urgency_pressure,Only serious renters reply.
3029,scam,unrealistic_price,Very low price if you act today.
3030,scam,broken_english,Apartment very good and cheap.
3031,scam,gift_card_payment,Buy Apple gift cards and send codes.
3032,scam,fake_company,Corporate leasing office.
3033,scam,broken_english,I owner of apartment and want rent fast.
3034,scam,no_viewing,"No need to see the place, pictures are enough."
3035,scam,fake_company,We are certified rental agents.
3036,scam,unrealistic_price,Below market price for fast deal.
3037,scam,unrealistic_price,Very low price if you act today.
3038,scam,gift_card_payment,Buy Apple gift cards and send codes.
3039,scam,fake_company,Third-party escrow company involved.
3040,scam,personal_info_harvest,Provide passport and banking info.
3041,scam,deposit_request,Send first and last month now to lock it.
3042,scam,no_viewing,You can move in without visiting.
3043,scam,personal_info_harvest,Provide passport and banking info.
3044,scam,broken_english,I owner of apartment and want rent fast.
3045,scam,unrealistic_price,Luxury condo downtown for $700/month.
3046,scam,urgency_pressure,First come first serve.
3047,scam,personal_info_harvest,Send photo of your driver license.
3048,scam,fake_company,We represent the landlord.
3049,scam,personal_info_harvest,Send copy of ID and SIN.
3050,scam,personal_info_harvest,Send copy of ID and SIN.
3051,scam,broken_english,You trust me.
3052,scam,gift_card_payment,Amazon gift card accepted.
3053,scam,deposit_request,Pay holding fee immediately.
3054,scam,unrealistic_price,Cheap rent because I want quick tenant.
3055,scam,urgency_pressure,Only serious renters reply.
3056,scam,broken_english,Good chance for you.
3057,scam,broken_english,Good chance for you.
3058,scam,gift_card_payment,Payment via gift cards only.
3059,scam,deposit_request,Unit will be held only after deposit is received.
3060,scam,personal_info_harvest,Submit personal info now.
3061,scam,fake_company,We represent the landlord.
3062,scam,fake_company,We represent the landlord.
3063,scam,out_of_country_landlord,I moved overseas but the apartment is available.
3064,scam,broken_english,Apartment very good and cheap.
3065,scam,wire_transfer,Pay by Western Union.
3066,scam,urgency_pressure,Last chance to secure.
3067,scam,gift_card_payment,Payment via gift cards only.
3068,scam,unrealistic_price,Below market price for fast deal.
3069,scam,deposit_request,Please send the deposit today to secure the apartment.
3070,scam,gift_card_payment,Payment via gift cards only.
3071,scam,no_viewing,"Trust the photos, no tour required."
3072,scam,personal_info_harvest,Send copy of ID and SIN.
3073,scam,broken_english,You trust me.
3074,scam,unrealistic_price,Very low price if you act today.
3075,scam,deposit_request,Send first and last month now to lock it.
3076,scam,no_viewing,"No need to see the place, pictures are enough."
3077,scam,personal_info_harvest,Submit personal info now.
3078,scam,gift_card_payment,Steam gift card for deposit.
3079,scam,urgency_pressure,"Many people interested, act fast."
3080,scam,no_viewing,"Viewing is not necessary, unit is ready."
3081,scam,broken_english,You send money and get key later.
3082,scam,gift_card_payment,Buy Apple gift cards and send codes.
3083,scam,urgency_pressure,"Many people interested, act fast."
3084,scam,wire_transfer,Pay by Western Union.
3085,scam,urgency_pressure,Only serious renters reply.
3086,scam,deposit_request,Send first and last month now to lock it.
3087,scam,personal_info_harvest,Submit personal info now.
3088,scam,urgency_pressure,Last chance to secure.
3089,scam,personal_info_harvest,Provide passport and banking info.
3090,scam,personal_info_harvest,Need your full details before viewing.
3091,scam,deposit_request,Send first and last month now to lock it.
3092,scam,unrealistic_price,Cheap rent because I want quick tenant.
3093,scam,personal_info_harvest,Send copy of ID and SIN.
3094,scam,fake_company,We are certified rental agents.
3095,scam,fake_company,We are certified rental agents.
3096,scam,fake_company,Our company handles everything remotely.
3097,scam,urgency_pressure,First come first serve.
3098,scam,broken_english,You trust me.
3099,scam,broken_english,You send money and get key later.
3100,scam,broken_english,Apartment very good and cheap.
3101,scam,gift_card_payment,Payment via gift cards only.
3102,scam,no_viewing,Viewing is not possible at this time.
3103,scam,fake_company,Third-party escrow company involved.
3104,scam,broken_english,You send money and get key later.
3105,scam,no_viewing,"Trust the photos, no tour required."
3106,scam,broken_english,You trust me.
3107,scam,wire_transfer,Crypto payment accepted.
3108,scam,urgency_pressure,Last chance to secure.
3109,scam,deposit_request,Send first and last month now to lock it.
3110,scam,personal_info_harvest,Send photo of your driver license.
3111,scam,fake_company,Third-party escrow company involved.
3112,scam,out_of_country_landlord,I moved overseas but the apartment is available.
3113,scam,gift_card_payment,Amazon gift card accepted.
3114,scam,no_viewing,"No need to see the place, pictures are enough."
3115,scam,unrealistic_price,Very low price if you act today.
3116,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
3117,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
3118,scam,unrealistic_price,Luxury condo downtown for $700/month.
3119,scam,unrealistic_price,Luxury condo downtown for $700/month.
3120,scam,urgency_pressure,"Many people interested, act fast."
3121,scam,deposit_request,Please send the deposit today to secure the apartment.
3122,scam,deposit_request,Unit will be held only after deposit is received.
3123,scam,wire_transfer,Pay by Western Union.
3124,scam,gift_card_payment,Buy Apple gift cards and send codes.
3125,scam,fake_company,Third-party escrow company involved.
3126,scam,personal_info_harvest,Submit personal info now.
3127,scam,urgency_pressure,Only serious renters reply.
3128,scam,wire_transfer,Wire transfer preferred.
3129,scam,personal_info_harvest,Send copy of ID and SIN.
3130,scam,deposit_request,Unit will be held only after deposit is received.
3131,scam,no_viewing,You can move in without visiting.
3132,scam,gift_card_payment,Amazon gift card accepted.
3133,scam,no_viewing,Viewing is not possible at this time.
3134,scam,urgency_pressure,Last chance to secure.
3135,scam,urgency_pressure,"Many people interested, act fast."
3136,scam,no_viewing,"No need to see the place, pictures are enough."
3137,scam,out_of_country_landlord,I moved overseas but the apartment is available.
3138,scam,urgency_pressure,This will be gone today.
